Overhead ╎ [+additional indent] Count File:Line; Function
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:680; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:655; _broadcast_getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:680; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:655; _broadcast_getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:680; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:655; _broadcast_getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:679; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:680; _getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:649; _broadcast_getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/multidimensional.jl:668; getindex
  1╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/essentials.jl:14; getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @OrdinaryDiffEq/src/perform_step/low_order_rk_perform_step.jl:948; perform_step!(integrator::OrdinaryDiffEq.ODEIntegrator{DP5{typeof(OrdinaryDiffEq.trivial_limiter!...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @SciMLBase/src/scimlfunctions.jl:2407; ODEFunction
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @PMFRG/src/Solver.jl:192; (::PMFRG.var"#DerivSubs!#99"{typeof(PMFRG.getDeriv!)})(Deriv::RecursiveArrayTools.ArrayPartition...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @PMFRG/src/Flowequations_Dense.jl:3; getDeriv!(Deriv::RecursiveArrayTools.ArrayPartition{Float64, Tuple{Vector{Float64}, Matrix{Float...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @TimerOutputs/src/TimerOutput.jl:253; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @PMFRG/src/Flowequations_Dense.jl:12; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @TimerOutputs/src/TimerOutput.jl:253; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @PMFRG/src/Flowequations_Dense.jl:490; symmetrizeBubble!(X::PMFRG.BubbleType{Float64}, Par::OneLoopParams{Float64, Geometry{Rvec_2D,...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @LoopVectorization/src/broadcast.jl:759; vmaterialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @LoopVectorization/src/broadcast.jl:673; vmaterialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @LoopVectorization/src/broadcast.jl:673; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @LoopVectorization/src/reconstruct_loopset.jl:1107; _turbo_!(::Val{(true, 0, 0, 0, true, 8, 64, 32, 64, 0x0000000000000004, 1, true)}, ::Val{(...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @LoopVectorization/src/reconstruct_loopset.jl:1107; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @LoopVectorization/src/codegen/lower_threads.jl:914; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @LoopVectorization/src/reconstruct_loopset.jl:1107; _turbo_!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @LoopVectorization/src/reconstruct_loopset.jl:1107; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @VectorizationBase/src/base_defs.jl:91; sub_fast
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @VectorizationBase/src/vecunroll/fmap.jl:111; vsub_fast
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @VectorizationBase/src/vecunroll/fmap.jl:15; fmap
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @VectorizationBase/src/vecunroll/fmap.jl:15; fmap
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @VectorizationBase/src/vecunroll/fmap.jl:15; fmap
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @VectorizationBase/src/vecunroll/fmap.jl:7; fmap
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @VectorizationBase/src/llvm_intrin/binary_ops.jl:119; vsub_fast
  1╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @VectorizationBase/src/llvm_intrin/binary_ops.jl:119; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎  2   @OrdinaryDiffEq/src/perform_step/low_order_rk_perform_step.jl:961; perform_step!(integrator::OrdinaryDiffEq.ODEIntegrator{DP5{typeof(OrdinaryDiffEq.trivial_limiter!...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎   2   @FastBroadcast/src/FastBroadcast.jl:47; fast_materialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    2   @Base/broadcast.jl:881; materialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎     2   @Base/broadcast.jl:884; materialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 2   @RecursiveArrayTools/src/array_partition.jl:374; copyto!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  2   @Base/ntuple.jl:69; ntuple
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   2   @Base/ntuple.jl:72; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    2   @RecursiveArrayTools/src/array_partition.jl:372; f
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     2   @Base/broadcast.jl:926; copyto!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:970; copyto!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:953; preprocess
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:956; preprocess_args
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:957; preprocess_args
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:953; preprocess
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:956; preprocess_args
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:956; preprocess_args
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:954; preprocess
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:650; extrude
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:599; newindexer
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:600; shapeindexer
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/broadcast.jl:604; _newindexer
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:605; _newindexer
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/operators.jl:269; !=
  1╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/promotion.jl:499; ==
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:973; copyto!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/simdloop.jl:77; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   1   @Base/broadcast.jl:974; macro expansion
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    1   @Base/broadcast.jl:610; getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     1   @Base/broadcast.jl:656; _broadcast_getindex
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 1   @Base/broadcast.jl:683; _broadcast_getindex_evalf
  1╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  1   @Base/float.jl:410; *
   ╎    ╎    ╎    ╎    ╎    ╎     30  @OrdinaryDiffEq/src/solve.jl:539; solve!(integrator::OrdinaryDiffEq.ODEIntegrator{DP5{typeof(OrdinaryDiffEq.trivial_limiter!), typeo...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎ 30  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:199; loopfooter!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎  30  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:246; _loopfooter!(integrator::OrdinaryDiffEq.ODEIntegrator{DP5{typeof(OrdinaryDiffEq.trivial_limiter!)...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎   30  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:339; handle_callbacks!(integrator::OrdinaryDiffEq.ODEIntegrator{DP5{typeof(OrdinaryDiffEq.trivial_lim...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    30  @DiffEqBase/src/callbacks.jl:617; apply_discrete_callback!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎     20  @DiffEqBase/src/callbacks.jl:605; apply_discrete_callback!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 20  @DiffEqCallbacks/src/saving.jl:44; SavingAffect
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  14  @DiffEqCallbacks/src/saving.jl:59; (::DiffEqCallbacks.SavingAffect{PMFRG.var"#save_func#94"{UnionAll, OneLoopParams{Float64, Geom...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   14  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:510; ODEIntegrator
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    14  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:510; ODEIntegrator
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     14  @OrdinaryDiffEq/src/integrators/integrator_utils.jl:512; #_#516
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 14  @OrdinaryDiffEq/src/dense/generic_dense.jl:167; current_interpolant!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  14  @OrdinaryDiffEq/src/dense/generic_dense.jl:124; ode_interpolant!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎   14  @OrdinaryDiffEq/src/dense/generic_dense.jl:588; ode_interpolant!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    14  @OrdinaryDiffEq/src/dense/interpolants.jl:48; _ode_interpolant!(out::RecursiveArrayTools.ArrayPartition{Float64, Tuple{Vector{Float64}, ...
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎     14  @FastBroadcast/src/FastBroadcast.jl:47; fast_materialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎ 14  @Base/broadcast.jl:881; materialize!
   ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎    ╎  14  @Base/broadcast.jl:884; materialize!
